store,dt,opening_stock
C,2024-06-15,696
G,2024-09-26,339
G,2024-02-05,60
B,2023-07-30,58
F,2024-11-24,551
G,2023-09-29,241
G,2023-07-27,349
A,2024-03-01,14
A,2025-05-24,440
F,2025-09-29,650
F,2025-04-08,685
F,2023-09-24,743
C,2024-04-14,797
D,2025-02-17,356
G,2024-10-07,279
B,2024-03-08,104
A,2025-04-16,417
G,2023-11-24,151
F,2025-10-20,562
A,2025-08-25,782
D,2025-08-31,521
G,2024-11-25,241
C,2023-07-28,1292
F,2023-09-12,800
G,2023-12-19,109
D,2025-11-05,594
F,2024-05-27,366
G,2025-03-09,232
A,2024-08-17,354
D,2023-12-06,310
G,2024-12-06,288
F,2025-03-22,574
E,2025-10-22,490
B,2023-09-04,64
E,2024-01-28,82
G,2024-01-11,100
F,2024-10-30,586
A,2023-08-11,413
A,2025-05-18,369
D,2024-12-10,514
E,2024-10-15,333
A,2025-03-01,440
B,2024-04-04,79
D,2023-09-08,297
A,2024-04-27,139
G,2025-07-11,391
F,2025-06-10,638
A,2025-07-26,306
D,2025-05-18,413
E,2024-04-06,163
B,2024-01-09,141
B,2023-12-03,80
G,2025-09-13,485
D,2023-12-13,264
D,2025-02-12,394
G,2024-10-26,194
D,2025-07-08,454
A,2025-04-03,370
G,2025-03-08,242
A,2023-11-16,276
D,2025-04-21,453
D,2024-05-15,80
F,2024-10-28,589
E,2025-11-09,580
D,2025-08-23,556
B,2025-04-13,258
B,2024-12-04,301
B,2024-03-24,21
D,2025-10-03,441
A,2025-08-22,786
F,2023-10-15,758
F,2025-10-25,531
G,2024-11-16,297
C,2025-06-17,889
F,2024-09-29,625
B,2024-08-16,389
E,2023-11-22,191
B,2025-11-13,168
E,2024-05-24,514
B,2025-06-28,266
G,2024-04-28,215
G,2023-09-06,254
A,2025-10-27,569
F,2025-02-22,606
F,2023-11-26,557
C,2025-05-31,978
C,2025-05-11,968
G,2024-07-13,220
C,2024-11-16,920
A,2025-04-13,419
B,2024-11-12,321
B,2024-07-09,107
D,2025-06-10,492
D,2025-09-09,490
D,2024-07-15,90
C,2023-12-23,1026
A,2025-09-25,740
C,2023-10-28,1243
G,2024-08-01,236
D,2023-11-07,413
B,2024-07-24,446
C,2023-08-24,1259
D,2025-02-06,434
D,2025-04-09,411
C,2023-10-26,1251
G,2024-11-20,272
C,2025-07-06,908
A,2025-08-07,349
A,2025-09-22,758
F,2024-09-01,592
C,2025-07-02,933
B,2024-11-13,317
B,2024-07-26,427
A,2025-01-20,472
D,2023-07-26,79
A,2025-11-08,493
C,2025-04-13,906
B,2024-02-29,62
D,2023-11-08,408
B,2025-05-07,350
G,2024-07-12,228
B,2025-02-15,340
B,2023-11-06,8
E,2024-09-16,389
C,2025-07-14,982
A,2025-05-10,404
A,2025-02-15,335
C,2024-06-02,761
B,2023-10-17,106
D,2023-09-24,319
G,2024-08-31,181
E,2024-10-24,382
G,2024-01-31,94
B,2025-03-23,276
E,2023-10-10,10
A,2023-11-17,266
E,2025-07-30,827
D,2025-10-10,403
C,2025-12-02,1005
E,2023-08-15,83
E,2025-06-26,415
F,2024-05-15,355
D,2025-10-20,553
F,2025-11-01,487
A,2024-12-16,354
F,2024-01-29,533
B,2023-10-07,167
B,2025-07-09,207
B,2023-12-12,53
C,2025-07-08,906
B,2025-12-01,64
E,2025-08-10,748
A,2024-02-28,27
B,2024-01-30,129
A,2023-07-19,432
G,2023-10-04,215
G,2023-12-12,151
C,2024-01-07,932
F,2023-07-24,784
E,2025-06-15,378
G,2025-09-06,416
A,2025-03-11,396
G,2025-05-06,635
B,2025-05-11,320
C,2024-01-15,971
E,2023-07-26,64
G,2024-06-16,372
G,2023-11-01,175
F,2025-03-15,621
D,2023-10-06,269
B,2024-11-10,325
C,2024-04-28,823
F,2023-09-11,801
A,2025-02-09,352
C,2023-09-28,1382
A,2024-12-23,317
G,2025-07-08,400
C,2025-06-26,957
E,2025-11-29,688
F,2025-07-15,557
G,2023-08-08,266
G,2025-08-18,286
A,2024-03-22,118
B,2025-04-30,291
G,2024-08-15,259
D,2023-12-31,288
A,2025-08-11,341
E,2025-08-23,674
G,2024-11-19,276
F,2025-09-03,485
F,2023-07-26,774
F,2023-10-02,718
E,2024-09-27,438
F,2024-10-04,616
A,2025-07-22,331
F,2025-05-10,506
D,2024-06-15,136
E,2024-01-02,184
G,2025-08-20,377
F,2023-11-02,662
D,2025-10-01,454
F,2024-07-31,543
D,2023-08-27,259
E,2025-06-17,469
C,2025-12-04,994
B,2025-08-07,259
B,2024-08-24,334
B,2025-02-12,363
C,2023-09-23,1314
E,2024-04-16,212
A,2025-01-09,535
F,2024-04-22,464
D,2023-12-01,321
E,2024-10-09,377
B,2024-01-20,79
A,2023-12-26,143
F,2025-11-10,434
F,2023-10-27,693
A,2024-01-27,94
C,2023-09-27,1391
B,2024-08-14,404
G,2024-01-29,104
A,2024-06-23,441
F,2024-07-09,656
E,2025-09-21,529
E,2024-10-27,460
E,2024-12-06,523
D,2025-01-02,425
F,2024-07-23,584
C,2024-08-22,965
C,2025-09-05,907
F,2024-10-21,513
C,2024-09-25,863
D,2024-07-22,54
F,2024-11-04,556
A,2023-08-22,463
B,2025-05-18,372
B,2023-08-11,104
E,2024-01-07,156
B,2024-04-08,62
A,2024-04-23,150
F,2025-06-20,599
C,2024-07-01,592
E,2025-03-10,537
F,2025-01-19,568
G,2024-07-18,294
A,2025-11-02,538
E,2024-07-02,377
A,2024-12-02,313
B,2023-08-17,165
E,2023-09-16,118
B,2025-09-28,303
D,2023-10-13,431
C,2025-07-28,1002
F,2024-01-01,562
C,2025-11-28,1026
E,2023-09-20,103
D,2023-08-18,188
F,2023-11-23,565
C,2025-10-12,1303
A,2025-09-15,792
B,2024-07-19,173
A,2024-01-24,107
D,2024-04-09,141
F,2025-09-08,457
A,2025-07-14,378
F,2025-01-03,646
D,2025-09-10,483
G,2024-02-04,60
D,2024-11-26,481
G,2024-08-22,226
B,2025-07-25,310
C,2024-11-25,862
F,2024-07-04,678
C,2024-11-15,927
C,2025-08-13,922
B,2025-07-20,331
C,2023-07-19,1234
B,2024-05-27,153
C,2024-06-04,745
E,2023-08-12,87
F,2025-11-21,377
A,2023-11-19,258
B,2024-04-03,79
D,2024-07-02,58
D,2023-10-02,279
D,2025-05-09,457
C,2025-02-27,943
C,2025-11-15,1102
B,2024-06-25,79
F,2023-12-11,578
B,2024-12-28,183
A,2024-01-18,124
D,2024-07-04,38
B,2023-12-23,25
C,2024-07-17,615
A,2025-07-25,314
G,2025-07-10,393
D,2025-06-19,549
G,2025-11-20,576
D,2024-09-20,492
D,2023-11-14,387
A,2024-11-28,332
F,2025-07-28,505
C,2025-10-27,1224
E,2023-10-30,97
C,2025-08-20,893
B,2024-07-20,268
F,2024-11-07,543
B,2024-08-07,449
D,2025-05-23,480
C,2024-07-19,608
F,2024-09-09,547
F,2025-02-05,587
D,2025-08-25,544
A,2024-03-07,95
C,2024-09-24,873
B,2023-08-15,179
E,2025-08-24,667
A,2023-08-05,354
G,2023-07-31,315
E,2024-01-16,131
E,2023-10-22,29
A,2023-12-20,179
C,2025-02-24,945
F,2024-05-30,352
B,2025-05-30,323
F,2025-07-22,529
D,2023-12-30,290
D,2024-03-03,202
E,2024-11-24,598
F,2023-11-19,585
E,2025-07-08,641
A,2025-11-23,506
C,2025-11-04,1177
E,2024-09-07,436
A,2023-09-15,429
D,2025-03-03,585
F,2024-05-25,385
F,2025-01-28,530
D,2025-07-25,499
E,2025-11-30,679
A,2023-09-28,354
E,2023-12-25,11
D,2025-01-11,488
E,2023-09-15,19
B,2025-08-14,225
B,2025-09-21,326
B,2024-10-23,207
A,2024-12-10,388
B,2024-11-24,253
F,2023-08-17,952
A,2023-12-09,131
E,2024-03-08,206
D,2025-10-15,582
C,2024-04-12,815
E,2024-08-22,407
B,2024-06-04,99
G,2024-12-30,355
G,2023-10-09,200
C,2023-08-09,1240
B,2024-12-10,267
A,2024-11-08,406
D,2025-10-18,571
B,2025-05-23,352
C,2023-12-10,1092
A,2024-04-11,115
A,2024-05-04,210
D,2024-02-14,186
G,2024-04-25,234
A,2025-03-20,339
A,2025-07-06,420
E,2025-04-24,434
C,2024-07-11,649
A,2025-04-12,423
B,2024-04-07,64
G,2023-08-01,310
E,2023-10-04,33
C,2025-08-15,921
G,2023-10-11,193
D,2024-05-19,55
G,2025-06-01,580
C,2025-03-30,978
D,2024-12-12,511
A,2025-01-10,529
G,2023-09-05,264
D,2025-03-07,564
A,2024-05-23,118
A,2023-08-10,423
B,2024-01-31,120
G,2024-02-29,39
B,2025-11-07,199
C,2024-10-16,856
E,2024-11-06,404
B,2024-08-29,313
C,2025-03-13,859
D,2025-10-26,533
F,2024-01-08,535
F,2024-01-05,551
A,2023-11-29,194
F,2025-01-22,552
F,2025-01-09,613
C,2024-09-09,863
G,2024-11-10,331
D,2025-07-26,494
B,2025-06-06,287
E,2024-05-09,172
D,2025-01-05,516
G,2024-07-24,261
D,2025-08-17,491
F,2024-04-13,505
A,2025-02-26,462
C,2024-06-20,666
D,2023-08-28,252
G,2024-03-25,416
F,2025-04-09,677
D,2024-05-25,129
C,2024-04-15,787
D,2024-02-24,132
E,2024-12-20,453
F,2023-12-17,629
F,2024-10-15,550
A,2024-11-15,378
G,2025-02-21,239
D,2024-12-24,462
C,2025-02-17,971
C,2024-05-05,780
A,2025-06-22,471
G,2025-12-05,491
D,2024-11-29,472
G,2024-07-28,250
B,2024-09-18,302
E,2025-06-22,445
B,2025-10-05,370
C,2025-09-08,885
D,2025-07-04,480
D,2025-03-14,517
A,2024-03-19,125
E,2023-12-24,17
E,2023-08-28,18
F,2025-02-25,597
D,2025-10-11,394
D,2024-06-20,107
E,2024-03-29,203
G,2025-03-23,181
C,2025-11-12,1118
F,2025-04-16,637
E,2025-07-12,813
B,2024-04-01,92
B,2025-10-11,333
C,2025-01-30,1038
B,2025-10-03,380
B,2023-10-12,138
D,2024-03-21,134
E,2025-04-28,406
B,2024-07-05,130
A,2025-11-22,512
C,2024-02-07,954
C,2025-09-01,926
F,2024-01-25,453
F,2025-09-19,608
F,2025-12-09,390
C,2024-12-23,844
A,2023-12-15,209
E,2025-02-11,380
E,2023-12-19,41
C,2025-07-30,988
E,2025-07-03,375
G,2025-02-05,236
A,2025-10-13,645
B,2024-09-12,215
F,2025-05-30,487
B,2025-06-11,250
D,2023-12-11,277
E,2025-06-11,396
B,2025-02-26,295
A,2025-06-24,465
C,2024-06-18,680
F,2025-10-10,588
B,2024-09-29,350
D,2025-04-23,442
F,2024-06-25,625
C,2024-08-01,952
D,2023-08-02,158
F,2023-11-25,561
A,2024-12-09,391
F,2024-10-09,587
G,2025-01-20,234
B,2023-08-18,158
B,2024-02-27,66
F,2023-12-21,607
D,2025-12-01,645
C,2025-10-16,1272
E,2024-03-11,188
D,2024-07-26,30
G,2024-12-24,278
D,2023-09-11,280
C,2025-10-19,1262
D,2024-12-21,480
G,2023-08-24,314
C,2024-08-25,953
E,2025-07-04,368
A,2025-02-01,401
E,2023-08-03,22
F,2024-02-10,476
E,2023-09-04,85
B,2025-08-09,251
A,2025-10-16,625
G,2025-05-12,592
B,2024-10-22,211
G,2025-04-29,677
F,2025-05-27,512
D,2024-02-25,229
B,2023-08-31,83
C,2025-11-14,1110
B,2024-07-08,110
B,2024-12-25,197
E,2024-08-30,479
A,2024-10-24,389
C,2024-07-27,988
B,2025-02-25,295
B,2023-11-05,12
B,2024-01-23,64
G,2024-02-28,47
B,2024-09-08,251
F,2023-08-31,873
G,2025-01-04,321
F,2025-08-15,586
D,2025-09-08,491
A,2025-08-10,346
F,2024-04-09,522
A,2024-10-04,498
C,2024-09-13,840
E,2024-02-14,84
B,2024-04-17,123
F,2024-01-23,463
B,2023-12-17,41
G,2023-08-06,279
D,2024-09-04,452
E,2023-09-06,80
D,2025-12-10,707
E,2025-07-19,785
D,2025-12-02,640
D,2024-09-18,506
C,2025-01-08,864
A,2025-04-01,376
F,2024-09-08,556
D,2024-12-05,534
C,2025-05-22,1021
D,2023-11-19,360
G,2024-04-08,355
C,2025-05-28,995
D,2024-07-17,83
B,2025-07-01,254
D,2025-07-03,489
C,2024-06-30,597
D,2024-11-27,480
C,2025-11-24,1045
E,2024-03-24,124
C,2024-12-10,897
B,2025-02-07,394
B,2025-08-02,279
D,2025-03-20,499
C,2023-08-03,1275
A,2023-09-21,387
C,2024-12-20,853
B,2025-10-30,247
A,2023-10-22,241
B,2025-04-29,293
C,2024-08-08,1024
F,2025-07-20,537
G,2024-04-30,306
D,2024-11-23,383
A,2024-12-29,586
G,2025-07-24,313
A,2024-01-25,102
G,2024-03-11,398
F,2025-11-08,442
C,2023-08-23,1267
E,2023-10-15,85
E,2023-09-08,68
C,2023-08-05,1264
D,2025-11-07,583
B,2024-07-04,130
A,2025-09-02,742
C,2023-11-26,1168
A,2025-11-24,500
G,2023-10-30,182
D,2023-12-25,314
E,2023-12-04,116
E,2025-03-27,462
F,2025-11-09,439
F,2024-04-20,468
A,2024-12-26,601
D,2025-03-10,551
A,2025-01-27,425
E,2024-07-04,361
C,2024-08-18,986
F,2025-06-19,601
C,2025-09-18,1225
D,2024-09-02,456
C,2024-10-18,838
D,2025-09-17,429
G,2024-08-09,194
B,2024-02-01,114
G,2024-05-15,351
C,2024-11-19,904
C,2025-08-12,931
G,2024-11-02,280
C,2024-11-07,963
F,2024-11-21,472
D,2024-12-01,560
B,2025-11-24,117
E,2024-02-08,114
B,2024-06-13,51
B,2025-04-17,247
A,2024-09-12,413
F,2024-04-19,474
C,2025-11-08,1153
D,2023-08-20,180
E,2024-11-22,603
B,2025-07-22,320
F,2023-08-27,889
A,2025-06-15,398
G,2024-06-11,300
A,2025-03-12,389
E,2025-02-06,400
G,2024-07-21,274
G,2025-11-28,526
G,2023-08-27,306
G,2025-03-07,252
B,2024-07-30,401
B,2024-08-17,380
B,2024-01-01,76
C,2025-04-28,945
B,2025-02-01,429
B,2025-11-18,156
D,2023-10-23,382
F,2023-09-19,769
C,2023-08-25,1255
C,2024-04-24,741
G,2025-02-01,257
G,2025-07-18,355
D,2024-05-06,32
A,2025-10-31,549
C,2024-12-04,827
B,2024-11-15,311
E,2025-09-17,557
G,2024-03-22,429
B,2023-11-21,49
F,2025-08-27,526
C,2024-07-28,983
G,2024-10-11,257
B,2024-09-14,209
D,2025-12-11,706
B,2025-07-15,260
B,2025-06-24,290
E,2024-01-03,177
F,2024-06-26,718
F,2024-07-24,577
G,2025-08-03,359
C,2023-10-31,1228
G,2024-12-01,202
B,2023-10-26,57
B,2024-06-23,94
F,2025-11-06,455
C,2024-11-29,843
B,2024-07-02,134
B,2025-01-25,465
B,2024-06-29,55
C,2025-03-04,904
A,2025-02-21,396
G,2023-09-28,250
F,2024-10-02,619
D,2024-01-17,191
E,2024-02-28,130
G,2024-02-11,23
C,2025-06-18,887
F,2023-10-05,704
G,2025-09-15,479
A,2024-03-16,137
F,2023-09-16,783
G,2025-01-06,317
D,2025-02-23,622
B,2025-06-27,274
B,2025-09-25,316
C,2024-05-26,806
E,2025-11-05,600
D,2025-02-15,366
B,2025-01-21,280
E,2025-02-18,441
G,2025-02-02,249
D,2025-03-28,461
G,2025-09-11,493
D,2024-08-24,504
G,2025-01-22,218
C,2025-10-09,1309
G,2023-12-24,89
D,2024-09-16,508
D,2025-09-24,491
G,2024-11-15,304
E,2025-05-25,476
D,2024-12-23,470
F,2025-01-10,612
D,2025-08-20,575
B,2025-01-16,193
A,2024-04-04,148
G,2025-07-26,298
E,2024-06-26,419
B,2024-07-28,416
G,2025-02-19,158
D,2024-06-28,71
B,2024-06-21,12
G,2023-11-03,164
G,2024-03-10,403
E,2025-02-27,486
D,2024-05-29,109
C,2024-11-13,935
B,2025-07-16,259
A,2024-04-30,125
D,2025-12-05,628
E,2024-08-07,370
E,2023-08-24,44
E,2025-04-26,420
D,2023-12-21,232
G,2025-08-16,294
B,2025-09-19,332
F,2024-05-19,329
D,2023-09-19,336
A,2024-12-11,384
D,2023-12-05,311
G,2024-08-03,224
D,2025-05-13,433
B,2024-09-19,302
A,2025-04-14,419
B,2024-06-12,54
D,2024-07-12,97
F,2023-12-14,552
A,2023-12-05,152
A,2024-10-30,360
G,2025-11-18,587
B,2025-04-04,310
G,2024-06-07,322
G,2024-05-31,263
A,2025-05-17,374
B,2025-01-14,195
G,2024-07-16,210
A,2024-07-25,464
E,2024-05-29,579
C,2024-10-25,809
G,2024-03-01,136
E,2024-01-12,136
F,2025-10-11,586
A,2024-01-16,132
G,2025-06-21,495
A,2024-12-13,373
E,2025-05-28,461
D,2024-08-31,473
F,2024-02-16,444
D,2024-05-26,127
E,2025-02-15,456
C,2023-07-30,1282
C,2025-11-02,1196
D,2025-04-24,433
D,2023-09-28,301
C,2024-02-20,900
A,2024-09-26,446
E,2025-06-02,440
G,2023-11-17,87
B,2025-09-01,234
F,2025-03-08,547
G,2024-04-03,384
D,2025-09-21,407
E,2025-09-03,628
C,2024-01-03,963
G,2025-11-27,536
C,2024-06-28,609
E,2023-09-17,110
D,2023-08-03,158
E,2025-05-02,382
A,2024-08-29,381
B,2025-08-19,203
D,2024-12-06,524
A,2023-08-03,364
B,2024-08-09,430
G,2024-01-04,139
B,2023-09-21,163
B,2024-06-09,64
B,2025-06-10,260
C,2024-06-07,735
G,2023-11-27,140
A,2025-08-13,334
G,2024-06-01,254
G,2024-03-24,419
D,2024-09-23,484
C,2025-05-09,987
G,2025-08-15,303
B,2024-02-07,73
G,2025-10-18,633
D,2024-08-25,502
A,2025-10-29,566
B,2024-06-19,23
A,2025-01-13,512
G,2024-01-15,82
E,2025-09-20,537
G,2025-03-20,193
C,2025-10-11,1307
G,2025-06-22,491
A,2025-04-07,445
C,2024-12-13,886
F,2025-07-23,527
A,2023-10-18,264
G,2025-02-15,181
E,2025-06-19,462
G,2024-02-14,111
F,2024-10-10,580
F,2025-06-12,633
A,2023-11-12,285
D,2025-12-06,625
G,2024-02-18,88
B,2023-09-28,240
D,2024-12-16,497
D,2025-10-04,441
E,2025-10-27,456
B,2025-09-18,337
C,2023-11-28,1154
E,2024-08-27,489
C,2023-11-30,1143
D,2025-07-07,461
F,2025-10-02,634
G,2023-09-03,277
F,2024-01-30,533
A,2025-05-30,389
A,2025-12-04,440
D,2023-07-28,71
A,2023-07-31,379
A,2024-03-09,88
G,2025-12-07,489
A,2025-06-17,388
B,2025-05-29,331
B,2025-04-27,302
F,2023-08-07,896
G,2024-10-09,265
F,2025-01-18,571
D,2024-05-31,103
F,2025-03-19,597
A,2025-09-07,814
B,2025-05-27,332
A,2023-11-07,298
C,2025-07-17,956
B,2024-01-25,161
B,2024-07-17,84
D,2024-06-07,70
E,2024-07-11,417
C,2023-11-11,1148
G,2024-05-24,304
G,2024-03-30,403
G,2024-06-02,250
D,2024-10-27,412
E,2025-11-01,526
A,2023-12-22,175
G,2023-10-27,202
A,2024-10-26,386
B,2024-06-05,93
A,2025-04-21,497
E,2023-12-06,104
C,2025-04-12,914
A,2024-11-13,386
C,2024-07-25,894
D,2025-08-07,427
F,2024-12-16,747
C,2024-12-29,817
B,2025-05-13,305
B,2023-11-02,31
C,2024-07-21,599
D,2024-08-21,415
C,2025-10-05,1334
G,2025-08-22,369
D,2023-10-29,444
G,2024-05-23,311
B,2025-05-02,376
F,2025-04-24,602
B,2025-02-17,331
A,2024-10-29,366
A,2025-09-26,730
B,2025-03-26,353
B,2024-05-19,189
B,2025-10-13,324
C,2023-10-15,1299
G,2025-05-16,668
E,2023-09-30,49
A,2025-08-20,799
D,2025-11-21,492
C,2025-01-20,782
F,2025-04-27,584
D,2024-11-01,491
E,2023-11-14,135
F,2025-08-08,632
B,2023-08-23,123
G,2025-04-25,293
G,2025-11-14,613
A,2025-09-21,763
E,2024-11-03,417
D,2025-04-25,433
C,2025-11-01,1197
C,2023-12-04,1125
C,2024-01-25,909
G,2025-01-09,301
C,2024-04-07,753
D,2023-07-22,95
A,2025-02-17,426
G,2025-10-19,627
B,2024-02-20,7
C,2024-12-31,806
A,2025-07-19,352
C,2024-11-06,967
C,2025-05-18,929
D,2024-01-14,209
A,2023-09-12,449
B,2024-08-21,358
F,2023-10-23,716
B,2023-11-22,40
A,2024-06-03,162
C,2023-12-08,1104
D,2023-11-13,392
E,2024-06-29,397
D,2024-10-30,496
D,2024-06-12,51
F,2023-08-06,904
E,2025-01-25,467
D,2025-10-09,409
F,2023-10-28,687
C,2025-06-23,865
A,2023-12-02,172
E,2025-04-14,474
D,2024-12-30,437
G,2023-11-13,103
A,2023-11-04,303
G,2024-04-18,272
F,2025-02-13,550
A,2024-07-02,494
D,2025-09-27,467
A,2024-07-14,515
C,2025-05-27,1000
E,2025-08-07,766
A,2025-05-01,450
G,2025-06-08,539
A,2023-09-13,442
F,2025-02-14,641
G,2025-10-11,574
A,2023-12-18,190
G,2025-06-09,536
F,2024-08-11,598
A,2024-01-17,130
G,2024-07-04,279
F,2025-05-20,556
D,2024-08-04,186
D,2023-10-10,348
A,2024-07-18,511
C,2025-07-21,934
D,2025-03-18,508
C,2024-12-24,837
B,2023-12-26,10
D,2023-12-09,283
D,2023-09-27,306
F,2023-11-12,607
D,2023-08-16,99
F,2024-11-11,533
C,2025-01-18,800
E,2023-11-23,182
F,2024-12-03,497
B,2024-05-02,157
F,2023-09-06,831
A,2024-11-27,333
F,2024-12-31,665
E,2024-10-30,443
C,2023-08-31,1210
D,2024-01-29,148
G,2023-11-11,113
F,2023-10-13,669
G,2025-04-03,124
F,2024-03-22,509
G,2023-11-10,122
D,2023-09-01,234
A,2025-05-22,350
A,2024-08-10,385
G,2024-05-14,353
A,2023-08-19,475
G,2023-08-07,273
A,2024-11-25,345
A,2024-07-09,543
A,2025-08-29,759
E,2025-02-07,393
D,2024-10-13,370
D,2024-09-24,481
D,2024-08-19,225
B,2023-12-16,49
B,2023-11-03,28
C,2025-02-03,1029
B,2024-01-19,81
D,2025-04-12,399
G,2023-12-20,107
D,2025-03-02,588
F,2023-07-19,800
A,2025-12-08,429
E,2024-03-12,178
B,2023-10-25,66
B,2025-08-15,223
G,2025-08-06,347
A,2025-01-19,476
D,2025-03-12,537
F,2025-07-06,511
B,2025-01-28,442
C,2025-11-16,1095
C,2025-05-15,944
B,2023-12-06,74
A,2024-03-12,170
D,2025-01-18,441
A,2024-06-25,537
A,2024-03-11,79
A,2025-05-15,385
E,2025-09-12,579
B,2024-11-21,280
E,2023-08-04,18
C,2024-02-01,980
C,2025-11-10,1136
A,2023-08-25,443
E,2024-07-15,391
B,2024-06-08,73
F,2025-03-20,587
C,2023-10-21,1267
B,2023-09-08,135
E,2025-06-18,466
E,2025-03-12,530
G,2023-09-02,281
C,2023-09-06,1177
C,2025-04-04,950
A,2023-10-06,311
D,2024-04-04,69
F,2025-04-13,649
B,2024-08-11,423
F,2024-06-05,324
C,2025-04-17,887
E,2023-11-17,117
G,2024-04-07,360
A,2024-06-02,167
F,2024-10-11,577
F,2024-03-01,507
D,2024-06-30,67
E,2025-04-30,394
F,2024-12-23,699
C,2024-01-14,975
B,2024-09-25,273
B,2023-12-05,78
E,2025-10-04,473
C,2023-12-31,982
C,2025-03-21,923
C,2025-08-16,916
G,2024-05-05,285
C,2024-02-22,891
C,2025-07-09,904
E,2024-03-31,189
F,2025-06-27,555
C,2025-03-10,869
F,2025-04-06,698
A,2023-09-05,482
E,2024-01-27,83
G,2025-10-23,617
E,2023-10-26,12
C,2024-08-21,972
B,2024-01-11,125
C,2025-04-27,951
F,2024-11-05,546
D,2025-08-08,423
F,2024-04-30,416
E,2025-04-12,390
F,2025-11-12,424
A,2024-02-09,122
E,2025-11-03,511
G,2025-02-25,214
F,2025-12-07,399
A,2025-09-30,715
B,2025-05-31,321
G,2025-11-15,603
A,2025-08-14,324
E,2024-05-01,225
B,2025-02-28,291
G,2024-10-30,290
D,2024-10-25,416
D,2024-08-09,161
B,2025-08-21,198
C,2025-03-02,920
A,2024-10-22,398
B,2023-11-29,100
B,2024-11-19,291
E,2025-10-23,484
E,2025-03-21,483
C,2023-10-04,1354
D,2025-05-14,431
G,2024-01-23,42
E,2024-02-18,162
A,2024-10-03,501
F,2024-04-05,547
A,2024-02-21,65
F,2025-01-01,657
C,2025-01-24,869
A,2023-08-23,460
F,2025-06-23,574
A,2025-10-21,599
E,2024-06-14,481
F,2025-07-27,507
E,2025-09-05,615
E,2025-01-07,454
E,2025-01-23,473
A,2025-08-17,605
D,2024-11-02,483
D,2025-08-19,580
F,2024-05-05,401
F,2024-11-19,487
E,2024-12-12,488
F,2025-01-31,509
A,2024-12-06,408
G,2025-06-14,519
C,2025-03-24,910
G,2024-05-25,298
A,2023-09-20,392
A,2024-07-16,511
B,2023-08-05,23
G,2023-09-18,301
B,2024-10-26,295
E,2023-09-05,84
E,2023-08-07,6
G,2024-07-08,250
G,2025-01-30,166
F,2025-08-05,658
F,2024-03-27,495
C,2023-08-19,1288
D,2025-03-22,493
B,2024-10-19,221
D,2025-02-26,603
E,2025-05-13,537
F,2024-12-19,729
C,2024-06-12,707
E,2024-02-06,124
B,2024-03-13,77
F,2024-02-25,421
A,2024-09-27,440
B,2023-11-10,90
A,2025-09-12,801
A,2023-09-27,360
C,2025-11-23,1048
D,2024-02-17,168
B,2024-04-28,169
F,2024-12-06,486
F,2025-10-19,564
B,2024-02-04,89
C,2023-08-16,1198
A,2024-04-10,125
D,2024-04-22,96
G,2025-07-25,304
C,2025-09-02,917
G,2024-08-20,237
D,2023-10-14,424
D,2024-09-25,478
C,2023-07-29,1292
B,2025-08-16,217
C,2025-08-23,869
B,2023-09-24,260
C,2024-06-29,603
C,2025-03-17,841
F,2025-09-20,599
B,2024-04-20,105
A,2024-01-04,200
B,2025-02-14,348
F,2024-10-27,599
G,2025-08-27,455
E,2023-08-19,65
C,2025-08-29,942
C,2024-03-16,853
G,2023-12-01,108
A,2024-07-20,493
E,2024-08-09,363
G,2024-10-08,271
C,2024-06-09,724
D,2025-08-03,454
B,2024-06-24,89
G,2024-06-29,317
A,2025-02-28,449
G,2025-04-07,204
C,2025-07-12,892
F,2023-08-12,868
D,2025-06-15,468
A,2024-04-15,190
B,2025-07-11,291
C,2024-08-24,958
D,2024-09-09,541
D,2024-06-10,56
B,2024-08-01,388
F,2024-09-21,662
A,2024-12-31,574
C,2023-09-18,1330
D,2025-08-22,565
B,2024-06-20,13
B,2025-04-01,326
E,2025-01-22,474
E,2023-07-23,76
C,2025-03-15,846
B,2024-03-30,95
D,2024-04-01,81
C,2023-09-21,1323
B,2025-06-20,206
E,2025-01-08,453
A,2024-03-08,94
C,2025-01-13,832
D,2023-11-20,360
A,2024-07-13,525
G,2024-10-23,211
B,2024-09-20,292
B,2024-12-23,212
E,2024-12-24,430
G,2024-07-10,248
B,2023-08-08,108
F,2024-09-28,627
B,2023-08-19,150
F,2023-11-06,640
C,2025-02-01,1036
D,2024-05-08,23
E,2023-09-12,41
F,2025-06-15,615
E,2023-09-22,88
D,2023-08-26,265
D,2024-02-03,129
F,2025-04-19,628
C,2025-08-28,944
F,2025-09-09,454
B,2023-08-27,104
E,2024-10-04,402
E,2025-07-28,837
A,2024-12-28,586
A,2025-06-01,376
C,2024-03-10,886
E,2023-07-27,55
C,2025-01-02,794
G,2024-10-14,250
E,2024-10-03,411
A,2023-12-24,161
C,2023-10-20,1274
C,2024-02-19,908
C,2025-05-23,1018
B,2025-06-26,283
A,2024-08-25,415
C,2023-12-01,1137
B,2024-01-18,88
A,2024-02-13,102
D,2024-04-14,123
E,2024-12-22,438
B,2024-09-07,256
E,2023-12-11,82
C,2025-10-10,1309
B,2025-10-22,275
A,2025-12-01,453
D,2025-01-14,469
A,2024-03-06,0
E,2024-07-29,417
D,2024-01-16,192
